[MASTER] 15:54:47.886 [pool-2-thread-1] WARN  TestSuiteSerialization - Cannot load tests because file does not exist: C:\Users\thomas.verhulst\Documents\workspace-sts-3.9.5.RELEASE\coolestuffvoorcheops\.evosuite\evosuite-seeds\com.tv.tutorials.coolestuffvoorcheops.controllers.SkillsController.seed
[MASTER] 15:55:06.875 [pool-2-thread-1] WARN  InheritanceTree - Class not in inheritance graph: javax.faces.el.ValueBinding
[MASTER] 15:55:06.882 [pool-2-thread-1] WARN  InheritanceTree - Class not in inheritance graph: javax.faces.event.ComponentSystemEventListener
[MASTER] 15:55:06.883 [pool-2-thread-1] WARN  InheritanceTree - Class not in inheritance graph: javax.faces.event.SystemEventListener
[MASTER] 15:55:06.883 [pool-2-thread-1] WARN  InheritanceTree - Class not in inheritance graph: javax.faces.component.visit.VisitContext
[MASTER] 15:55:06.885 [pool-2-thread-1] WARN  InheritanceTree - Class not in inheritance graph: javax.faces.component.visit.VisitCallback
[MASTER] 15:55:06.896 [pool-2-thread-1] WARN  CheapPurityAnalyzer - joptsimple.OptionSet was not found in the inheritance tree. Using DEFAULT value for cheap-purity analysis
[MASTER] 15:55:06.896 [pool-2-thread-1] WARN  InheritanceTree - Class not in inheritance graph: joptsimple.OptionSet
[MASTER] 15:55:20.510 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Have no generator for interface com.tv.tutorials.coolestuffvoorcheops.repositories.CandidateRepository canUseFunctionalMocks=false, canBeMocked: true
[MASTER] 15:55:20.813 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for com.tv.tutorials.coolestuffvoorcheops.models.Candidate due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for com.mysql.jdbc.JDBC42CallableStatement due to org.evosuite.ga.ConstructionFailedException: Have no generator for class com.mysql.jdbc.CallableStatement$CallableStatementParamInfo canUseFunctionalMocks=true, canBeMocked: false
[MASTER] 15:55:22.592 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.query.internal.CollectionFilterImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.collection.internal.PersistentArrayHolder due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.engine.spi.SessionDelegatorBaseImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionImpl due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 15:55:22.684 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Have no generator for interface com.tv.tutorials.coolestuffvoorcheops.repositories.SkillsRepository canUseFunctionalMocks=false, canBeMocked: true
[MASTER] 15:55:23.012 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.query.internal.CollectionFilterImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.engine.internal.StatefulPersistenceContext due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.engine.spi.SessionDelegatorBaseImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionImpl due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 15:55:23.106 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.query.internal.CollectionFilterImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.procedure.internal.ProcedureCallImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionFactoryImpl due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 15:55:23.368 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.query.internal.CollectionFilterImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionFactoryImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.boot.internal.MetadataImpl due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 15:55:23.476 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.query.internal.CollectionFilterImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionFactoryImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.boot.spi.AbstractDelegatingSessionFactoryOptions due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 15:55:24.174 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.query.internal.CollectionFilterImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.query.internal.ParameterMetadataImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.springframework.beans.factory.support.StaticListableBeanFactory due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 15:55:24.649 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.query.internal.CollectionFilterImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionFactoryImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.boot.internal.InFlightMetadataCollectorImpl due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 15:55:25.255 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.query.internal.CollectionFilterImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.engine.spi.SessionDelegatorBaseImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionFactoryImpl due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
[MASTER] 15:55:25.997 [pool-2-thread-1] WARN  TestChromosome - Functional mock problem: org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.collection.internal.PersistentBag due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.engine.spi.SessionDelegatorBaseImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.internal.SessionFactoryImpl due to org.evosuite.ga.ConstructionFailedException: Failed to add constructor for org.hibernate.boot.internal.MetadataImpl due to org.evosuite.ga.ConstructionFailedException: Max recursion depth reached
